"","hour","starts","ends"
"1",1,-22,39
"2",2,-15,19
"3",3,-28,12
"4",4,-8,4
"5",5,-45,7
"6",6,-174,37
"7",7,-487,92
"8",8,-684,149
"9",9,-457,115
"10",10,-304,152
"11",11,-223,169
"12",12,-237,203
"13",13,-228,232
"14",14,-206,241
"15",15,-203,255
"16",16,-230,550
"17",17,-287,755
"18",18,-376,629
"19",19,-307,454
"20",20,-228,357
"21",21,-211,296
"22",22,-202,245
"23",23,-115,152
"24",24,0,0
