"","hour","starts","ends"
"1",1,-47,56
"2",2,-33,44
"3",3,-12,21
"4",4,-8,4
"5",5,-25,97
"6",6,-74,119
"7",7,-363,361
"8",8,-598,671
"9",9,-557,399
"10",10,-415,329
"11",11,-451,334
"12",12,-484,513
"13",13,-493,468
"14",14,-498,405
"15",15,-514,533
"16",16,-652,661
"17",17,-770,1248
"18",18,-604,807
"19",19,-482,593
"20",20,-512,398
"21",21,-389,254
"22",22,-262,204
"23",23,-184,150
"24",24,0,0
