"","hour","starts","ends"
"1",1,-6,9
"2",2,-2,10
"3",3,-3,7
"4",4,-1,0
"5",5,-25,11
"6",6,-53,15
"7",7,-124,21
"8",8,-207,41
"9",9,-112,72
"10",10,-72,64
"11",11,-74,74
"12",12,-71,65
"13",13,-60,84
"14",14,-74,100
"15",15,-85,148
"16",16,-110,173
"17",17,-100,346
"18",18,-85,168
"19",19,-88,88
"20",20,-31,47
"21",21,-15,33
"22",22,-19,31
"23",23,-21,13
"24",24,0,0
