"","hour","starts","ends"
"1",1,-13,18
"2",2,-13,12
"3",3,-1,2
"4",4,-1,2
"5",5,-58,29
"6",6,-178,328
"7",7,-236,764
"8",8,-382,1022
"9",9,-271,337
"10",10,-226,212
"11",11,-274,322
"12",12,-431,476
"13",13,-408,487
"14",14,-358,380
"15",15,-419,327
"16",16,-890,431
"17",17,-1525,583
"18",18,-611,531
"19",19,-384,308
"20",20,-249,223
"21",21,-166,138
"22",22,-205,91
"23",23,-89,49
"24",24,0,0
