"","hour","starts","ends"
"1",1,-10,27
"2",2,-5,27
"3",3,-2,3
"4",4,0,5
"5",5,-11,0
"6",6,-64,9
"7",7,-174,12
"8",8,-170,47
"9",9,-180,47
"10",10,-130,61
"11",11,-95,60
"12",12,-73,65
"13",13,-77,84
"14",14,-55,45
"15",15,-71,78
"16",16,-62,78
"17",17,-93,191
"18",18,-114,242
"19",19,-103,146
"20",20,-83,121
"21",21,-53,80
"22",22,-25,71
"23",23,-32,63
"24",24,0,0
