"","hour","starts","ends"
"1",1,-27,50
"2",2,-30,27
"3",3,-13,6
"4",4,-14,6
"5",5,-136,27
"6",6,-179,121
"7",7,-391,298
"8",8,-640,353
"9",9,-441,440
"10",10,-271,302
"11",11,-245,247
"12",12,-265,277
"13",13,-300,343
"14",14,-395,378
"15",15,-383,453
"16",16,-596,905
"17",17,-627,724
"18",18,-399,502
"19",19,-305,312
"20",20,-240,211
"21",21,-198,174
"22",22,-144,155
"23",23,-72,91
"24",24,0,0
