"","hour","starts","ends"
"1",1,-177,147
"2",2,-104,95
"3",3,-23,38
"4",4,-12,22
"5",5,-53,111
"6",6,-165,293
"7",7,-710,588
"8",8,-1415,1215
"9",9,-1169,890
"10",10,-954,667
"11",11,-926,851
"12",12,-1081,1024
"13",13,-1080,1033
"14",14,-1019,1040
"15",15,-1065,1315
"16",16,-1459,1837
"17",17,-2292,2437
"18",18,-2298,2098
"19",19,-1806,1720
"20",20,-1266,1218
"21",21,-1001,960
"22",22,-712,665
"23",23,-401,379
"24",24,0,0
