"","hour","starts","ends"
"1",1,-78,51
"2",2,-94,31
"3",3,-15,3
"4",4,-8,10
"5",5,-20,19
"6",6,-94,196
"7",7,-316,397
"8",8,-851,759
"9",9,-509,408
"10",10,-298,296
"11",11,-334,336
"12",12,-390,412
"13",13,-346,435
"14",14,-315,452
"15",15,-506,494
"16",16,-550,645
"17",17,-816,945
"18",18,-602,638
"19",19,-459,419
"20",20,-298,282
"21",21,-339,234
"22",22,-234,166
"23",23,-145,115
"24",24,0,0
