"","hour","starts","ends"
"1",1,-71,43
"2",2,-48,17
"3",3,-26,16
"4",4,-11,10
"5",5,-16,140
"6",6,-92,296
"7",7,-373,588
"8",8,-717,815
"9",9,-484,662
"10",10,-391,427
"11",11,-510,564
"12",12,-535,618
"13",13,-630,650
"14",14,-588,575
"15",15,-595,612
"16",16,-858,910
"17",17,-1134,1088
"18",18,-978,795
"19",19,-785,601
"20",20,-479,397
"21",21,-389,303
"22",22,-331,200
"23",23,-176,138
"24",24,0,0
