"","hour","starts","ends"
"1",1,-63,40
"2",2,-26,33
"3",3,-12,3
"4",4,-9,6
"5",5,-20,44
"6",6,-200,366
"7",7,-363,610
"8",8,-972,1120
"9",9,-588,487
"10",10,-553,465
"11",11,-659,547
"12",12,-646,728
"13",13,-714,753
"14",14,-655,719
"15",15,-817,900
"16",16,-1065,1045
"17",17,-1628,1294
"18",18,-1120,1293
"19",19,-910,876
"20",20,-556,519
"21",21,-430,354
"22",22,-279,280
"23",23,-265,128
"24",24,0,0
