"","hour","starts","ends"
"1",1,-123,130
"2",2,-77,71
"3",3,-28,24
"4",4,-28,18
"5",5,-101,23
"6",6,-364,62
"7",7,-850,212
"8",8,-822,314
"9",9,-487,328
"10",10,-539,436
"11",11,-670,602
"12",12,-751,766
"13",13,-736,852
"14",14,-848,1027
"15",15,-839,1042
"16",16,-923,1389
"17",17,-1130,1559
"18",18,-1152,1310
"19",19,-1087,1097
"20",20,-742,704
"21",21,-604,559
"22",22,-462,431
"23",23,-309,273
"24",24,0,0
