"","hour","starts","ends"
"1",1,-41,72
"2",2,-27,38
"3",3,-6,12
"4",4,-2,8
"5",5,-42,33
"6",6,-164,61
"7",7,-211,161
"8",8,-450,321
"9",9,-342,400
"10",10,-284,294
"11",11,-344,333
"12",12,-289,330
"13",13,-354,356
"14",14,-330,375
"15",15,-438,403
"16",16,-493,475
"17",17,-562,697
"18",18,-439,502
"19",19,-360,395
"20",20,-355,285
"21",21,-286,256
"22",22,-179,212
"23",23,-109,167
"24",24,0,0
