"","hour","starts","ends"
"1",1,-68,27
"2",2,-33,22
"3",3,-16,6
"4",4,-2,8
"5",5,-12,32
"6",6,-41,199
"7",7,-105,357
"8",8,-255,1358
"9",9,-292,676
"10",10,-379,695
"11",11,-447,731
"12",12,-693,724
"13",13,-823,752
"14",14,-902,779
"15",15,-1008,667
"16",16,-1215,709
"17",17,-1376,855
"18",18,-874,723
"19",19,-657,576
"20",20,-500,371
"21",21,-326,214
"22",22,-246,172
"23",23,-179,98
"24",24,0,0
