"","hour","starts","ends"
"1",1,-11,7
"2",2,-11,15
"3",3,-3,4
"4",4,0,8
"5",5,-6,14
"6",6,-10,71
"7",7,-60,428
"8",8,-224,646
"9",9,-190,308
"10",10,-223,164
"11",11,-243,200
"12",12,-308,273
"13",13,-245,299
"14",14,-268,296
"15",15,-365,257
"16",16,-529,309
"17",17,-891,437
"18",18,-469,309
"19",19,-221,222
"20",20,-205,159
"21",21,-122,96
"22",22,-112,68
"23",23,-28,35
"24",24,0,0
