"","hour","starts","ends"
"1",1,-18,46
"2",2,-4,26
"3",3,-5,5
"4",4,-2,2
"5",5,-72,10
"6",6,-107,48
"7",7,-367,289
"8",8,-596,416
"9",9,-497,236
"10",10,-343,194
"11",11,-346,264
"12",12,-412,315
"13",13,-416,322
"14",14,-362,365
"15",15,-408,404
"16",16,-458,520
"17",17,-613,762
"18",18,-549,621
"19",19,-376,464
"20",20,-279,393
"21",21,-146,304
"22",22,-74,177
"23",23,-62,114
"24",24,0,0
