"","hour","starts","ends"
"1",1,-49,43
"2",2,-37,31
"3",3,-8,2
"4",4,-15,13
"5",5,-129,44
"6",6,-200,207
"7",7,-658,681
"8",8,-1429,1080
"9",9,-836,802
"10",10,-568,636
"11",11,-671,664
"12",12,-690,702
"13",13,-607,695
"14",14,-639,718
"15",15,-721,735
"16",16,-1093,978
"17",17,-1450,1475
"18",18,-1182,1034
"19",19,-812,761
"20",20,-462,541
"21",21,-320,379
"22",22,-249,214
"23",23,-133,133
"24",24,0,0
