"","hour","starts","ends"
"1",1,0,14
"2",2,-1,7
"3",3,-2,4
"4",4,0,3
"5",5,-11,39
"6",6,-27,34
"7",7,-146,33
"8",8,-217,98
"9",9,-165,67
"10",10,-114,63
"11",11,-112,87
"12",12,-111,126
"13",13,-107,125
"14",14,-131,112
"15",15,-110,180
"16",16,-117,210
"17",17,-213,258
"18",18,-161,250
"19",19,-104,129
"20",20,-81,87
"21",21,-60,103
"22",22,-21,56
"23",23,-12,45
"24",24,0,0
