"","hour","starts","ends"
"1",1,-18,26
"2",2,-13,19
"3",3,-2,4
"4",4,-8,6
"5",5,-90,23
"6",6,-219,50
"7",7,-731,87
"8",8,-1112,198
"9",9,-363,197
"10",10,-262,163
"11",11,-266,178
"12",12,-286,258
"13",13,-345,282
"14",14,-293,297
"15",15,-273,395
"16",16,-294,746
"17",17,-336,1206
"18",18,-366,751
"19",19,-262,448
"20",20,-204,302
"21",21,-200,201
"22",22,-142,191
"23",23,-80,120
"24",24,0,0
