"","hour","starts","ends"
"1",1,-18,5
"2",2,-14,7
"3",3,-3,0
"4",4,-2,5
"5",5,-6,102
"6",6,-80,735
"7",7,-374,1566
"8",8,-358,2028
"9",9,-326,742
"10",10,-328,396
"11",11,-473,522
"12",12,-616,649
"13",13,-561,523
"14",14,-601,424
"15",15,-591,434
"16",16,-1306,472
"17",17,-2177,760
"18",18,-1348,339
"19",19,-579,216
"20",20,-271,113
"21",21,-124,57
"22",22,-79,38
"23",23,-34,33
"24",24,0,0
