"","hour","starts","ends"
"1",1,-34,28
"2",2,-11,14
"3",3,-1,9
"4",4,-3,3
"5",5,-51,56
"6",6,-467,74
"7",7,-1071,238
"8",8,-1012,671
"9",9,-587,248
"10",10,-413,297
"11",11,-422,461
"12",12,-465,514
"13",13,-464,484
"14",14,-444,483
"15",15,-420,570
"16",16,-615,840
"17",17,-855,1517
"18",18,-623,1090
"19",19,-407,598
"20",20,-286,344
"21",21,-186,239
"22",22,-146,137
"23",23,-89,120
"24",24,0,0
