"","hour","starts","ends"
"1",1,-9,16
"2",2,-1,8
"3",3,-1,2
"4",4,-6,1
"5",5,-99,5
"6",6,-448,23
"7",7,-1057,181
"8",8,-467,127
"9",9,-239,146
"10",10,-215,228
"11",11,-284,244
"12",12,-408,408
"13",13,-354,410
"14",14,-348,440
"15",15,-382,405
"16",16,-405,813
"17",17,-407,970
"18",18,-426,444
"19",19,-208,274
"20",20,-156,176
"21",21,-82,119
"22",22,-38,93
"23",23,-11,53
"24",24,0,0
