"","hour","starts","ends"
"1",1,-35,57
"2",2,-23,40
"3",3,-11,14
"4",4,-9,7
"5",5,-70,29
"6",6,-103,33
"7",7,-217,139
"8",8,-655,345
"9",9,-510,323
"10",10,-342,251
"11",11,-319,294
"12",12,-344,393
"13",13,-439,361
"14",14,-409,287
"15",15,-320,378
"16",16,-417,628
"17",17,-589,1094
"18",18,-586,711
"19",19,-487,547
"20",20,-381,353
"21",21,-210,323
"22",22,-172,220
"23",23,-137,176
"24",24,0,0
