"","hour","starts","ends"
"1",1,-14,27
"2",2,-6,16
"3",3,-6,8
"4",4,-1,0
"5",5,-26,4
"6",6,-157,65
"7",7,-347,199
"8",8,-373,108
"9",9,-170,90
"10",10,-136,74
"11",11,-137,114
"12",12,-153,147
"13",13,-113,140
"14",14,-114,125
"15",15,-126,164
"16",16,-146,196
"17",17,-299,363
"18",18,-190,313
"19",19,-118,289
"20",20,-66,157
"21",21,-55,131
"22",22,-44,107
"23",23,-25,66
"24",24,0,0
