"","hour","starts","ends"
"1",1,-84,73
"2",2,-35,50
"3",3,-6,11
"4",4,-19,11
"5",5,-43,148
"6",6,-288,372
"7",7,-557,921
"8",8,-894,1537
"9",9,-604,642
"10",10,-584,429
"11",11,-609,491
"12",12,-740,541
"13",13,-608,672
"14",14,-590,587
"15",15,-728,768
"16",16,-1173,923
"17",17,-1634,1195
"18",18,-1149,1204
"19",19,-846,787
"20",20,-498,545
"21",21,-349,413
"22",22,-265,313
"23",23,-209,175
"24",24,0,0
