"","hour","starts","ends"
"1",1,-50,75
"2",2,-45,37
"3",3,-17,20
"4",4,-20,11
"5",5,-82,13
"6",6,-188,97
"7",7,-452,348
"8",8,-1051,461
"9",9,-835,426
"10",10,-542,408
"11",11,-451,501
"12",12,-588,558
"13",13,-557,618
"14",14,-578,611
"15",15,-533,523
"16",16,-691,640
"17",17,-754,903
"18",18,-630,985
"19",19,-596,814
"20",20,-422,491
"21",21,-295,358
"22",22,-188,314
"23",23,-109,209
"24",24,0,0
