"","hour","starts","ends"
"1",1,-13,24
"2",2,-8,17
"3",3,-7,8
"4",4,-4,3
"5",5,-29,7
"6",6,-161,23
"7",7,-449,25
"8",8,-520,62
"9",9,-346,67
"10",10,-215,63
"11",11,-195,76
"12",12,-171,84
"13",13,-182,113
"14",14,-144,105
"15",15,-153,168
"16",16,-151,280
"17",17,-105,441
"18",18,-150,434
"19",19,-105,278
"20",20,-86,166
"21",21,-72,150
"22",22,-52,144
"23",23,-18,70
"24",24,0,0
