"","hour","starts","ends"
"1",1,-29,51
"2",2,-14,19
"3",3,-1,4
"4",4,-7,5
"5",5,-65,14
"6",6,-81,127
"7",7,-480,775
"8",8,-1206,1488
"9",9,-856,944
"10",10,-483,530
"11",11,-486,394
"12",12,-506,460
"13",13,-452,584
"14",14,-400,509
"15",15,-514,490
"16",16,-830,769
"17",17,-1744,1083
"18",18,-1234,931
"19",19,-633,597
"20",20,-329,437
"21",21,-237,301
"22",22,-170,233
"23",23,-95,180
"24",24,0,0
