"","hour","starts","ends"
"1",1,-4,4
"2",2,0,4
"3",3,0,0
"4",4,0,1
"5",5,-2,3
"6",6,0,17
"7",7,-2,79
"8",8,-7,129
"9",9,-4,55
"10",10,-8,23
"11",11,-31,33
"12",12,-27,43
"13",13,-30,33
"14",14,-33,34
"15",15,-70,46
"16",16,-120,20
"17",17,-129,22
"18",18,-72,41
"19",19,-45,34
"20",20,-31,9
"21",21,-13,0
"22",22,-16,12
"23",23,-5,7
"24",24,0,0
