"","hour","starts","ends"
"1",1,-175,140
"2",2,-135,90
"3",3,-59,19
"4",4,-35,37
"5",5,-79,240
"6",6,-137,594
"7",7,-509,1519
"8",8,-921,2673
"9",9,-1027,1875
"10",10,-1062,1637
"11",11,-1494,1770
"12",12,-2118,2035
"13",13,-2104,2132
"14",14,-2335,2180
"15",15,-2698,2090
"16",16,-3252,2254
"17",17,-3442,2338
"18",18,-2421,1945
"19",19,-1933,1513
"20",20,-1314,1013
"21",21,-923,739
"22",22,-680,561
"23",23,-460,311
"24",24,0,0
