"","hour","starts","ends"
"1",1,-4,16
"2",2,-1,1
"3",3,-2,4
"4",4,-1,1
"5",5,-36,9
"6",6,-212,139
"7",7,-256,312
"8",8,-379,539
"9",9,-151,545
"10",10,-140,413
"11",11,-198,247
"12",12,-238,224
"13",13,-214,211
"14",14,-347,227
"15",15,-437,257
"16",16,-598,304
"17",17,-586,561
"18",18,-522,403
"19",19,-309,236
"20",20,-181,152
"21",21,-74,94
"22",22,-45,124
"23",23,-27,53
"24",24,0,0
