"","hour","starts","ends"
"1",1,-72,87
"2",2,-122,53
"3",3,-21,16
"4",4,-55,24
"5",5,-98,43
"6",6,-349,158
"7",7,-726,273
"8",8,-1201,576
"9",9,-585,337
"10",10,-383,359
"11",11,-507,494
"12",12,-627,634
"13",13,-665,647
"14",14,-776,747
"15",15,-658,743
"16",16,-818,1090
"17",17,-1067,1649
"18",18,-866,1264
"19",19,-709,944
"20",20,-491,558
"21",21,-362,376
"22",22,-335,308
"23",23,-222,162
"24",24,0,0
