"","hour","starts","ends"
"1",1,-116,51
"2",2,-62,21
"3",3,-6,6
"4",4,-3,18
"5",5,-21,72
"6",6,-109,155
"7",7,-213,542
"8",8,-631,999
"9",9,-419,773
"10",10,-521,606
"11",11,-647,775
"12",12,-809,851
"13",13,-838,800
"14",14,-794,872
"15",15,-875,921
"16",16,-1036,1000
"17",17,-1570,1136
"18",18,-1162,937
"19",19,-830,754
"20",20,-524,428
"21",21,-434,335
"22",22,-351,225
"23",23,-247,116
"24",24,0,0
