"","hour","starts","ends"
"1",1,-31,36
"2",2,-14,18
"3",3,-6,10
"4",4,-11,5
"5",5,-218,22
"6",6,-502,136
"7",7,-1254,140
"8",8,-1002,243
"9",9,-598,243
"10",10,-435,241
"11",11,-388,299
"12",12,-396,398
"13",13,-381,337
"14",14,-323,348
"15",15,-278,401
"16",16,-358,664
"17",17,-487,1349
"18",18,-435,909
"19",19,-360,544
"20",20,-222,372
"21",21,-142,236
"22",22,-120,189
"23",23,-88,106
"24",24,0,0
