"","hour","starts","ends"
"1",1,-22,46
"2",2,-11,31
"3",3,-5,13
"4",4,-7,16
"5",5,-33,10
"6",6,-144,14
"7",7,-327,103
"8",8,-530,111
"9",9,-345,121
"10",10,-282,137
"11",11,-232,135
"12",12,-233,198
"13",13,-279,187
"14",14,-277,223
"15",15,-218,276
"16",16,-166,466
"17",17,-296,633
"18",18,-272,349
"19",19,-237,293
"20",20,-159,206
"21",21,-95,191
"22",22,-63,154
"23",23,-27,68
"24",24,0,0
