"","hour","starts","ends"
"1",1,-89,63
"2",2,-51,52
"3",3,-15,7
"4",4,-8,68
"5",5,-244,195
"6",6,-288,628
"7",7,-939,852
"8",8,-1608,1003
"9",9,-833,680
"10",10,-667,667
"11",11,-809,798
"12",12,-844,991
"13",13,-931,961
"14",14,-878,1076
"15",15,-1061,1171
"16",16,-1307,1425
"17",17,-1820,1914
"18",18,-1761,1532
"19",19,-1314,1020
"20",20,-734,672
"21",21,-437,435
"22",22,-300,336
"23",23,-237,189
"24",24,0,0
