"","hour","starts","ends"
"1",1,-29,60
"2",2,-17,44
"3",3,-3,20
"4",4,-18,4
"5",5,-80,4
"6",6,-139,5
"7",7,-369,155
"8",8,-720,231
"9",9,-606,309
"10",10,-388,220
"11",11,-370,261
"12",12,-377,324
"13",13,-371,324
"14",14,-338,338
"15",15,-304,369
"16",16,-341,514
"17",17,-358,749
"18",18,-399,691
"19",19,-383,499
"20",20,-341,329
"21",21,-230,301
"22",22,-117,197
"23",23,-71,156
"24",24,0,0
