"","hour","starts","ends"
"1",1,-233,155
"2",2,-135,84
"3",3,-39,25
"4",4,-16,24
"5",5,-79,34
"6",6,-109,162
"7",7,-500,569
"8",8,-1200,1702
"9",9,-1212,942
"10",10,-983,939
"11",11,-991,969
"12",12,-1116,1136
"13",13,-1081,1058
"14",14,-1087,1054
"15",15,-1116,1132
"16",16,-1258,1371
"17",17,-2030,1834
"18",18,-1632,1616
"19",19,-1263,1244
"20",20,-962,945
"21",21,-865,788
"22",22,-640,583
"23",23,-498,421
"24",24,0,0
