"","hour","starts","ends"
"1",1,-103,55
"2",2,-66,22
"3",3,-26,11
"4",4,-6,7
"5",5,-4,73
"6",6,-88,482
"7",7,-320,1251
"8",8,-506,1539
"9",9,-554,589
"10",10,-467,629
"11",11,-582,709
"12",12,-747,819
"13",13,-779,835
"14",14,-859,878
"15",15,-957,968
"16",16,-1502,1138
"17",17,-2121,1251
"18",18,-1205,977
"19",19,-834,686
"20",20,-524,375
"21",21,-341,284
"22",22,-263,223
"23",23,-186,169
"24",24,0,0
