"","hour","starts","ends"
"1",1,-12,17
"2",2,-10,11
"3",3,-2,1
"4",4,-1,4
"5",5,-10,17
"6",6,-344,164
"7",7,-3125,388
"8",8,-2246,554
"9",9,-748,308
"10",10,-404,232
"11",11,-365,314
"12",12,-455,410
"13",13,-425,459
"14",14,-408,465
"15",15,-408,658
"16",16,-624,3444
"17",17,-920,4840
"18",18,-536,1263
"19",19,-276,610
"20",20,-207,355
"21",21,-109,162
"22",22,-115,122
"23",23,-61,77
"24",24,0,0
