"","hour","starts","ends"
"1",1,-15,24
"2",2,-17,14
"3",3,-3,5
"4",4,-10,3
"5",5,-12,8
"6",6,-51,75
"7",7,-90,325
"8",8,-329,764
"9",9,-142,518
"10",10,-146,304
"11",11,-194,268
"12",12,-308,291
"13",13,-296,296
"14",14,-281,248
"15",15,-439,264
"16",16,-571,248
"17",17,-869,338
"18",18,-426,330
"19",19,-287,227
"20",20,-186,182
"21",21,-146,95
"22",22,-118,74
"23",23,-49,67
"24",24,0,0
