"","hour","starts","ends"
"1",1,-12,26
"2",2,-4,9
"3",3,-3,1
"4",4,-10,4
"5",5,-214,16
"6",6,-410,65
"7",7,-1128,298
"8",8,-1492,547
"9",9,-548,407
"10",10,-375,379
"11",11,-523,447
"12",12,-684,639
"13",13,-609,667
"14",14,-631,620
"15",15,-786,756
"16",16,-1030,1116
"17",17,-1048,2239
"18",18,-808,1023
"19",19,-415,541
"20",20,-264,364
"21",21,-166,263
"22",22,-180,158
"23",23,-57,85
"24",24,0,0
