"","hour","starts","ends"
"1",1,-66,65
"2",2,-29,43
"3",3,-3,5
"4",4,-7,1
"5",5,-135,12
"6",6,-337,62
"7",7,-913,187
"8",8,-707,254
"9",9,-643,310
"10",10,-446,319
"11",11,-421,315
"12",12,-453,406
"13",13,-440,395
"14",14,-399,468
"15",15,-357,523
"16",16,-455,746
"17",17,-639,1047
"18",18,-682,843
"19",19,-550,673
"20",20,-324,370
"21",21,-257,284
"22",22,-208,224
"23",23,-137,140
"24",24,0,0
