"","hour","starts","ends"
"1",1,-40,5
"2",2,-5,15
"3",3,-4,1
"4",4,0,3
"5",5,-11,37
"6",6,-40,434
"7",7,-138,642
"8",8,-219,1002
"9",9,-160,322
"10",10,-133,180
"11",11,-183,254
"12",12,-263,306
"13",13,-326,329
"14",14,-422,295
"15",15,-488,326
"16",16,-887,428
"17",17,-1462,505
"18",18,-624,399
"19",19,-371,284
"20",20,-281,191
"21",21,-190,93
"22",22,-177,61
"23",23,-112,50
"24",24,0,0
