"","hour","starts","ends"
"1",1,-38,30
"2",2,-25,21
"3",3,-8,10
"4",4,-17,6
"5",5,-25,26
"6",6,-70,139
"7",7,-210,918
"8",8,-516,1351
"9",9,-310,508
"10",10,-240,326
"11",11,-309,397
"12",12,-519,588
"13",13,-641,529
"14",14,-433,379
"15",15,-419,454
"16",16,-816,700
"17",17,-1549,964
"18",18,-982,615
"19",19,-451,313
"20",20,-265,220
"21",21,-183,140
"22",22,-165,93
"23",23,-105,74
"24",24,0,0
