"","hour","starts","ends"
"1",1,-118,56
"2",2,-44,38
"3",3,-12,10
"4",4,-4,4
"5",5,-61,45
"6",6,-84,499
"7",7,-254,1091
"8",8,-487,1799
"9",9,-505,861
"10",10,-373,485
"11",11,-444,523
"12",12,-487,534
"13",13,-484,499
"14",14,-501,511
"15",15,-540,494
"16",16,-684,601
"17",17,-1228,847
"18",18,-1138,890
"19",19,-735,733
"20",20,-592,497
"21",21,-526,357
"22",22,-402,240
"23",23,-277,135
"24",24,0,0
