"","hour","starts","ends"
"1",1,-4,6
"2",2,-3,7
"3",3,-4,4
"4",4,-13,1
"5",5,-14,23
"6",6,-39,15
"7",7,-34,29
"8",8,-33,178
"9",9,-43,68
"10",10,-46,36
"11",11,-89,58
"12",12,-118,85
"13",13,-88,79
"14",14,-56,66
"15",15,-64,59
"16",16,-136,93
"17",17,-194,125
"18",18,-106,125
"19",19,-68,72
"20",20,-48,50
"21",21,-23,37
"22",22,-13,38
"23",23,-6,36
"24",24,0,0
