"","hour","starts","ends"
"1",1,-136,109
"2",2,-113,57
"3",3,-32,15
"4",4,-14,13
"5",5,-15,18
"6",6,-186,114
"7",7,-475,392
"8",8,-1202,1024
"9",9,-853,659
"10",10,-543,615
"11",11,-550,685
"12",12,-803,926
"13",13,-859,873
"14",14,-738,935
"15",15,-898,1111
"16",16,-953,1518
"17",17,-1498,1913
"18",18,-1072,1012
"19",19,-772,742
"20",20,-746,678
"21",21,-705,446
"22",22,-717,394
"23",23,-417,273
"24",24,0,0
