"","hour","starts","ends"
"1",1,-42,43
"2",2,-18,25
"3",3,-5,9
"4",4,-2,1
"5",5,-8,36
"6",6,-12,80
"7",7,-53,399
"8",8,-128,665
"9",9,-186,320
"10",10,-258,345
"11",11,-391,415
"12",12,-511,481
"13",13,-525,499
"14",14,-559,479
"15",15,-581,567
"16",16,-769,547
"17",17,-864,790
"18",18,-690,618
"19",19,-471,448
"20",20,-407,325
"21",21,-264,219
"22",22,-266,147
"23",23,-153,104
"24",24,0,0
