"","hour","starts","ends"
"1",1,-16,12
"2",2,-4,5
"3",3,-2,2
"4",4,-1,3
"5",5,-3,21
"6",6,-11,73
"7",7,-76,217
"8",8,-122,482
"9",9,-166,317
"10",10,-111,133
"11",11,-168,149
"12",12,-207,153
"13",13,-241,179
"14",14,-209,172
"15",15,-240,186
"16",16,-285,211
"17",17,-494,299
"18",18,-335,198
"19",19,-166,118
"20",20,-104,96
"21",21,-49,61
"22",22,-34,48
"23",23,-20,38
"24",24,0,0
