"","hour","starts","ends"
"1",1,-54,44
"2",2,-26,36
"3",3,-7,12
"4",4,-18,8
"5",5,-42,29
"6",6,-106,70
"7",7,-165,326
"8",8,-477,519
"9",9,-479,472
"10",10,-334,413
"11",11,-373,412
"12",12,-415,468
"13",13,-466,443
"14",14,-455,458
"15",15,-408,535
"16",16,-571,688
"17",17,-982,778
"18",18,-768,771
"19",19,-554,533
"20",20,-315,320
"21",21,-319,250
"22",22,-227,168
"23",23,-98,160
"24",24,0,0
