"","hour","starts","ends"
"1",1,-69,27
"2",2,-49,17
"3",3,-27,16
"4",4,-30,94
"5",5,-38,247
"6",6,-1201,968
"7",7,-2222,3874
"8",8,-3852,4947
"9",9,-1372,2182
"10",10,-765,921
"11",11,-849,898
"12",12,-1124,1261
"13",13,-1261,1129
"14",14,-1075,1038
"15",15,-1262,2025
"16",16,-2634,3530
"17",17,-5833,4143
"18",18,-3559,1701
"19",19,-1487,879
"20",20,-869,568
"21",21,-514,359
"22",22,-383,272
"23",23,-195,152
"24",24,0,0
