"","hour","starts","ends"
"1",1,-9,11
"2",2,-5,15
"3",3,-2,6
"4",4,-23,2
"5",5,-98,9
"6",6,-154,21
"7",7,-526,45
"8",8,-543,49
"9",9,-240,43
"10",10,-151,58
"11",11,-146,57
"12",12,-177,81
"13",13,-157,107
"14",14,-106,105
"15",15,-113,118
"16",16,-163,262
"17",17,-158,512
"18",18,-127,377
"19",19,-112,194
"20",20,-61,160
"21",21,-40,132
"22",22,-36,130
"23",23,-29,59
"24",24,0,0
