"","hour","starts","ends"
"1",1,-28,10
"2",2,-21,18
"3",3,-9,1
"4",4,-5,7
"5",5,-18,137
"6",6,-220,499
"7",7,-1068,1230
"8",8,-1490,1793
"9",9,-648,902
"10",10,-313,454
"11",11,-428,408
"12",12,-538,589
"13",13,-628,572
"14",14,-508,437
"15",15,-569,619
"16",16,-1226,1143
"17",17,-2129,1788
"18",18,-1173,884
"19",19,-634,474
"20",20,-339,247
"21",21,-252,107
"22",22,-172,109
"23",23,-144,75
"24",24,0,0
