"","hour","starts","ends"
"1",1,-47,50
"2",2,-16,31
"3",3,-2,14
"4",4,-4,4
"5",5,-23,24
"6",6,-174,26
"7",7,-430,105
"8",8,-879,139
"9",9,-449,211
"10",10,-403,256
"11",11,-345,298
"12",12,-391,337
"13",13,-393,259
"14",14,-274,282
"15",15,-268,487
"16",16,-289,757
"17",17,-328,898
"18",18,-404,755
"19",19,-356,486
"20",20,-237,402
"21",21,-194,335
"22",22,-165,200
"23",23,-94,154
"24",24,0,0
