"","hour","starts","ends"
"1",1,-27,58
"2",2,-19,35
"3",3,-4,16
"4",4,-9,18
"5",5,-32,11
"6",6,-260,20
"7",7,-665,291
"8",8,-1622,246
"9",9,-767,212
"10",10,-578,242
"11",11,-620,349
"12",12,-560,478
"13",13,-561,537
"14",14,-525,492
"15",15,-467,546
"16",16,-559,771
"17",17,-778,1044
"18",18,-644,1127
"19",19,-532,920
"20",20,-364,584
"21",21,-189,431
"22",22,-117,251
"23",23,-87,143
"24",24,0,0
