"","hour","starts","ends"
"1",1,-22,17
"2",2,-36,10
"3",3,-5,5
"4",4,-3,25
"5",5,-10,56
"6",6,-70,567
"7",7,-359,1387
"8",8,-428,853
"9",9,-317,424
"10",10,-351,367
"11",11,-535,472
"12",12,-651,517
"13",13,-648,626
"14",14,-542,551
"15",15,-632,522
"16",16,-1230,644
"17",17,-1342,968
"18",18,-657,489
"19",19,-437,411
"20",20,-267,201
"21",21,-150,99
"22",22,-83,81
"23",23,-60,52
"24",24,0,0
