"","hour","starts","ends"
"1",1,-54,25
"2",2,-7,7
"3",3,-3,6
"4",4,-2,0
"5",5,-3,7
"6",6,-91,70
"7",7,-189,216
"8",8,-641,638
"9",9,-361,486
"10",10,-195,355
"11",11,-281,484
"12",12,-349,545
"13",13,-435,458
"14",14,-480,522
"15",15,-478,448
"16",16,-577,578
"17",17,-949,662
"18",18,-880,569
"19",19,-491,407
"20",20,-340,302
"21",21,-221,148
"22",22,-181,116
"23",23,-105,54
"24",24,0,0
