"","hour","starts","ends"
"1",1,-82,31
"2",2,-51,14
"3",3,-3,5
"4",4,-2,1
"5",5,-55,79
"6",6,-291,374
"7",7,-418,1252
"8",8,-1223,2156
"9",9,-834,893
"10",10,-487,517
"11",11,-611,711
"12",12,-833,735
"13",13,-796,825
"14",14,-841,837
"15",15,-980,794
"16",16,-1458,948
"17",17,-2130,1103
"18",18,-1209,655
"19",19,-709,491
"20",20,-489,359
"21",21,-331,306
"22",22,-258,267
"23",23,-215,149
"24",24,0,0
