"","hour","starts","ends"
"1",1,-18,23
"2",2,-6,12
"3",3,-2,8
"4",4,-2,3
"5",5,-10,6
"6",6,-95,16
"7",7,-502,51
"8",8,-698,52
"9",9,-346,71
"10",10,-275,69
"11",11,-205,80
"12",12,-166,113
"13",13,-140,107
"14",14,-139,122
"15",15,-133,145
"16",16,-112,332
"17",17,-188,720
"18",18,-204,518
"19",19,-201,327
"20",20,-127,221
"21",21,-71,180
"22",22,-50,153
"23",23,-35,125
"24",24,0,0
