"","hour","starts","ends"
"1",1,-14,13
"2",2,-5,9
"3",3,-7,1
"4",4,-4,5
"5",5,-52,76
"6",6,-72,72
"7",7,-348,94
"8",8,-716,181
"9",9,-282,139
"10",10,-135,111
"11",11,-178,130
"12",12,-177,137
"13",13,-156,129
"14",14,-136,137
"15",15,-120,190
"16",16,-162,264
"17",17,-300,676
"18",18,-273,472
"19",19,-193,282
"20",20,-92,201
"21",21,-64,156
"22",22,-48,57
"23",23,-21,37
"24",24,0,0
