"","hour","starts","ends"
"1",1,-29,29
"2",2,-19,13
"3",3,-28,5
"4",4,-8,7
"5",5,-307,91
"6",6,-560,250
"7",7,-1317,470
"8",8,-1298,1181
"9",9,-607,628
"10",10,-518,377
"11",11,-452,392
"12",12,-492,531
"13",13,-580,605
"14",14,-495,515
"15",15,-703,699
"16",16,-747,1035
"17",17,-1228,1525
"18",18,-728,981
"19",19,-397,579
"20",20,-324,362
"21",21,-187,206
"22",22,-111,157
"23",23,-61,108
"24",24,0,0
