"","hour","starts","ends"
"1",1,-65,26
"2",2,-42,23
"3",3,-9,5
"4",4,-7,6
"5",5,-25,52
"6",6,-38,307
"7",7,-234,1317
"8",8,-427,2243
"9",9,-520,1279
"10",10,-560,821
"11",11,-789,894
"12",12,-968,1054
"13",13,-976,997
"14",14,-1102,964
"15",15,-1308,914
"16",16,-2193,1016
"17",17,-2026,1017
"18",18,-1179,710
"19",19,-789,505
"20",20,-556,364
"21",21,-382,260
"22",22,-260,189
"23",23,-180,127
"24",24,0,0
