"","hour","starts","ends"
"1",1,-7,35
"2",2,-8,20
"3",3,-3,7
"4",4,-14,2
"5",5,-6,1
"6",6,-191,17
"7",7,-285,86
"8",8,-658,256
"9",9,-323,293
"10",10,-256,125
"11",11,-221,145
"12",12,-198,199
"13",13,-199,238
"14",14,-172,201
"15",15,-203,271
"16",16,-212,465
"17",17,-358,661
"18",18,-216,423
"19",19,-149,281
"20",20,-121,205
"21",21,-92,133
"22",22,-84,81
"23",23,-25,49
"24",24,0,0
