"","hour","starts","ends"
"1",1,-3,19
"2",2,-3,13
"3",3,-2,24
"4",4,-1,2
"5",5,0,8
"6",6,-24,35
"7",7,-49,119
"8",8,-131,128
"9",9,-112,68
"10",10,-129,55
"11",11,-139,50
"12",12,-118,76
"13",13,-100,78
"14",14,-103,88
"15",15,-91,96
"16",16,-116,124
"17",17,-178,175
"18",18,-123,120
"19",19,-75,86
"20",20,-63,78
"21",21,-40,67
"22",22,-16,60
"23",23,-15,32
"24",24,0,0
